timestamp,version_id,semantic_version,train_loss,train_category_loss,train_attribute_loss,val_loss,val_category_loss,val_attribute_loss
2024-11-29T16:45:27.690716,v1.0.0_20241129_164457_9e810e16,1.0.0,3.134155373240626,2.6863496760989345,0.44780568605245546,2.3009049617327175,1.9206601197902973,0.3802448877921471
2024-11-29T16:45:55.377706,v1.0.0_20241129_164457_9e810e16,1.0.0,2.293868112009625,1.9487368616946907,0.3451312544733979,1.8578379108355596,1.5266821155181298,0.3311558205347795
2024-11-29T16:46:22.312031,v1.0.0_20241129_164457_9e810e16,1.0.0,1.9728027277214581,1.6662459276443304,0.3065568025028983,1.6369081506362329,1.3349885126719108,0.30191964828051054
2024-11-29T16:46:49.177055,v1.0.0_20241129_164457_9e810e16,1.0.0,1.7612417645232623,1.4792446840641111,0.2819970847908841,1.4796316898786104,1.1977604209230497,0.2818712741136551
2024-11-29T16:47:17.577554,v1.0.0_20241129_164457_9e810e16,1.0.0,1.6260373079499533,1.3588335306145425,0.2672037858256074,1.38999166396948,1.120751868073757,0.26923977640958935
2024-11-29T16:47:44.878019,v1.0.0_20241129_164457_9e810e16,1.0.0,1.51498623781426,1.2590581941050152,0.25592804509539935,1.3191695992763226,1.055797247072825,0.26337235478254467
2024-11-29T16:48:12.608868,v1.0.0_20241129_164457_9e810e16,1.0.0,1.4347345815148465,1.1865262673344723,0.24820832319037858,1.2819353525455182,1.0257990268560557,0.25613633027443516
2024-11-29T16:48:39.887912,v1.0.0_20241129_164457_9e810e16,1.0.0,1.3736884198909582,1.1326374363067537,0.24105098323766574,1.2427402998392398,0.9931914562789294,0.24954885015120873
2024-11-29T16:49:07.463869,v1.0.0_20241129_164457_9e810e16,1.0.0,1.3214313665101693,1.086301703785741,0.23512965977885003,1.2171284820024784,0.9699871428310871,0.24714134977414057
2024-11-29T16:49:34.739286,v1.0.0_20241129_164457_9e810e16,1.0.0,1.2649708715982215,1.0345380936944208,0.23043277409187582,1.216752854677347,0.9725389999265854,0.24421385045234972
2024-11-29T16:50:02.657840,v1.0.0_20241129_164457_9e810e16,1.0.0,1.2253997422928034,0.9994149152622667,0.2259848214859186,1.1951577227849226,0.9537315460351797,0.24142618362720197
2024-11-29T16:50:30.153181,v1.0.0_20241129_164457_9e810e16,1.0.0,1.1834688498530277,0.96182080063709,0.2216480441911276,1.2000612570689275,0.9600901145201463,0.239971141402538
2024-11-29T16:50:56.104011,v1.0.0_20241129_164457_9e810e16,1.0.0,1.1505180943843931,0.931823541951734,0.21869455208612043,1.2030319433945875,0.9642062456561968,0.23882568799532378
2024-11-29T16:51:22.367856,v1.0.0_20241129_164457_9e810e16,1.0.0,1.1257623551889908,0.9105323248131331,0.21523003401451332,1.172476058969131,0.9358913333943257,0.2365847287269739
2024-11-29T16:51:49.176220,v1.0.0_20241129_164457_9e810e16,1.0.0,1.088050294754117,0.8757654099270354,0.2122848853468895,1.199708878993988,0.9630157271256814,0.23669315989200884
2024-11-29T16:52:15.733580,v1.0.0_20241129_164457_9e810e16,1.0.0,1.0589681822200154,0.8495670667914457,0.20940111230972203,1.185857328084799,0.9501950299510589,0.2356622895369163
2024-11-29T16:52:41.707252,v1.0.0_20241129_164457_9e810e16,1.0.0,1.027767112088758,0.8216468709152799,0.20612024619828823,1.1970378011465073,0.9619847212273341,0.2350530853638282
2024-11-29T16:53:07.892566,v1.0.0_20241129_164457_9e810e16,1.0.0,1.0049670775269353,0.8017359819523123,0.20323109193596728,1.1729484521425688,0.9370574509868255,0.23589098797394678
2024-11-29T16:53:33.595358,v1.0.0_20241129_164457_9e810e16,1.0.0,0.9734779866628869,0.7729927117741385,0.2004852702104768,1.1726750490757136,0.9403021576312872,0.23237290061437166
2024-11-29T16:53:59.649504,v1.0.0_20241129_164457_9e810e16,1.0.0,0.9469684584196224,0.74883247426776,0.19813598501820898,1.1728609685714428,0.9394310142558354,0.23342996491835669
2024-11-29T16:54:25.836499,v1.0.0_20241129_164457_9e810e16,1.0.0,0.9247891895992811,0.7293041934107625,0.1954849994806356,1.1653926177666738,0.9341226816177368,0.23126993614893693
2024-11-29T16:54:54.313095,v1.0.0_20241129_164457_9e810e16,1.0.0,0.8978120511354402,0.7050266563892365,0.19278539284024127,1.1993312319883933,0.9657231202492347,0.23360811173915863
2024-11-29T16:55:20.682506,v1.0.0_20241129_164457_9e810e16,1.0.0,0.8802865487198497,0.689871316039285,0.19041523406671923,1.1980392531706736,0.9659332395173036,0.23210600935495818
2024-11-29T16:55:46.642118,v1.0.0_20241129_164457_9e810e16,1.0.0,0.8521411675353383,0.663559049021366,0.18858211920704954,1.1730437725782394,0.9417639305958381,0.23127984885986036
2024-11-29T16:56:13.202136,v1.0.0_20241129_164457_9e810e16,1.0.0,0.8305204787919688,0.6446160757264425,0.18590440549129664,1.1714485448140364,0.9421477653086185,0.22930077348764127
2024-11-29T16:56:39.081351,v1.0.0_20241129_164457_9e810e16,1.0.0,0.8153956809709239,0.6319337993167168,0.1834618839067082,1.1830968661950185,0.9523345866742042,0.23076226963446692
2024-11-29T16:57:05.785050,v1.0.0_20241129_164457_9e810e16,1.0.0,0.787148002968278,0.6055422283189241,0.18160577915435613,1.1823037988864458,0.9516211798271308,0.23068262350100738
2024-11-29T16:57:31.834154,v1.0.0_20241129_164457_9e810e16,1.0.0,0.7769000620342964,0.597761022836663,0.17913903815801754,1.1795289287200341,0.9473091498590432,0.2322197682582415
2024-11-29T16:57:58.119200,v1.0.0_20241129_164457_9e810e16,1.0.0,0.7508495460415996,0.5740428681290427,0.17680667999178865,1.1840385553928523,0.9528021790946906,0.23123638045329314
2024-11-29T16:58:24.212449,v1.0.0_20241129_164457_9e810e16,1.0.0,0.7385263162296872,0.5640201364145723,0.17450618016165356,1.1962961967174823,0.9661594781164939,0.2301367102907254
